name,photo_1,description_long,description_short,neighborhood,source1,source2,source_article1,source_article2,category,picture_cred
Fillmore Bakeshop,https://assets3.thrillist.com/v1/image/3027436/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"This family-owned bakery specializes in a contemporary, European-American style of baking, which as far as we can tell means you can get a really good cream-based scone, a glorious mille-feuille, and also a classic chewy chocolate chip cookie. But we’re here to talk about pies. Fillmore Bakeshop is known for its fruit pies—apple, blackberry, wild blueberry, apricot, cherry—made with an all-butter pie crust and fresh fruit thickened with its own juices. Whole pies are available, but this is also the perfect spot to enjoy a slice and a cup of coffee.
How to order: Walk in during business hours (you can call ahead to see what’s available). If you want to place an order, call 415-923-0711 by 1 pm the previous day.",Bakery,Lower Pac Heights,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Fillmore Bakeshop

Destination Baking Company,https://assets3.thrillist.com/v1/image/3027445/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"If you don’t live near this neighborhood gem, it’s worth an excursion to oh-so-charming and often-overlooked Glen Park to get pastries and pies off the rolling racks at this no-frills bakery. Year-round, you’ll find some of the best tarts in the city, available in flavors like banana cream, chocolate, lemon, strawberry, apple, and raspberry. During the weekends, you can usually find a pie version of at least one of those flavors (always apple), and during the holiday season, you can get 9” single-crust pies rolled out in graham cracker crumbs (prevents soggy bottoms) in apple, pumpkin, pecan (even if you don’t like pecan, you’ll like this pecan—not too sweet and not too many pecan chunks), and sweet potato, and double-crust pies in marionberry and vegetarian mincemeat.
How to order: Stop by during store hours or call 415-469-0730 for pre-orders and to check availability.",Bakery,Glen Park,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Destination Baking Company

Wholesome Bakery,https://assets3.thrillist.com/v1/image/3027457/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"During most times of the year, you won’t find a lot of pie options at this women-owned bakery that uses allergen-friendly products (vegan, gluten-free, refined sugar-free, and soy free), but during the holidays, it’s the spot for beautiful and delicious pies. Choose from Apple Cardamom Crumble Pie topped with house-made caramel, Pecan Pie topped with whole pecans around the crust, and Pumpkin Pie topped with candied pumpkin seeds.
How to order: Order holiday pies online through the end of the year. You can also pick them up in-store during the weeks of Thanksgiving and Christmas.",Bakery,Lower Haight,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Wholesome Bakery

Kahnfections,https://assets3.thrillist.com/v1/image/3027465/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"One of the best things about picking up a pie at this tiny neighborhood bakery named for its founder, Judy Kahn, who got her start at Tartine and Sandbox Bakery, is that it’s an excuse to create-your-own hot biscuit sandwich. So definitely arrive hungry. During the non-holidays, you’re also stopping in to get amazing muffins, brownies, quiches, and cakes, but for Thanksgiving only, you can get Maple Bourbon Pecan Pie, classic Pumpkin Pie, and the one we’re eyeing: Caramel Apple Pie.
How to order: Order online, walk in during store hours, or call 415-525-3328 for pre-orders or questions about availability.",Bakery,Mission,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Kahnfections

Bi-Rite Creamery,https://assets3.thrillist.com/v1/image/3122995/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Bi-Rite Creamery is best known for its ice cream that people line up on the sidewalk for even when it’s cold and foggy. But the founders were pastry chefs before they started chilling and churning, so it only makes sense that they branched out into pie. During the holidays, there are more pie flavors to choose from, like pumpkin and pecan, but you can always get a classic apple pie with a crumb topping as well as their signature Chocolate Bourbon Mousse Pie made with a bourbon-infused chocolate mousse and topped with whipped cream and chocolate shavings. Pies come nine-inch (serves six to eight people) and some also come in six-inch (serves two to three, but you could definitely take one down by yourself with a little effort). Can’t pick between ice cream and pie? The creamery has a couple of ice cream pies as well.
How to order: Buy in person at any of the Bi-Rite Markets. You can also order ahead for pick-up or delivery from the Mission and Divisadero locations on the Bi-Rite website or via Instacart. Ice cream cakes are available for pick-up or delivery. Order online.",Bakery,Multiple locations,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Bi-Rite Creamery

Black Jet Baking Co.,https://assets3.thrillist.com/v1/image/3027482/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"If you really want a taste of nostalgia, order a pie from Black Jet Baking Co. There are tons of flavors—banana cream, apple, apple crumb, salted honey maple, coconut cream, pecan, chocolate cream, and dark chocolate pecan pie—all with a perfectly flaky crust. If you prefer a savory pie, Black Jet also makes chicken pot pies and mushroom pot pies that will take you right back to childhood.
How to order: Place an order online and pick-up at the storefront the following day. Orders must be in by 12 pm for pick-up Tuesday–Friday and by 8 am for pick-up on Friday and Saturday. You can also order delivery via Good Eggs.",Bakery,Bernal Heights,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Black Jet Baking Co.

Blue Plate,https://assets3.thrillist.com/v1/image/3027494/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"If you aren’t a fan of Key lime pie then keep moving because that’s the only kind of pie you’ll find at this upscale comfort food mainstay. It’s a classic take on the official Florida state pie with a graham cracker crust and a filling that is both tart and sweet with lime zest and topped with fluffy whipped cream. Order a slice or the whole pie.
How to order: Enjoy your pie in Blue Plate’s garden (reservations here), order for pickup here, and order for delivery online.",Bakery,Outer Mission,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Blue Plate

Butter Love Bakeshop,https://assets3.thrillist.com/v1/image/3122983/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Pot pie, breakfast pie, cottage pie, shepherd’s pie, hand-held pie, pudding pie, and all of the classic dessert pies—if you’re an equal opportunist when it comes to pie, you’ll be in heaven at Butter Love Bakeshop. The (not really a) secret is in the incredibly buttery crust—a recipe that was handed down to the owner (a native San Franciscan it’s worth pointing out) by her mother, and may or may not (definitely the former) have inspired the shop’s name.
How to order: Shop for pies in-person at the bakery or place an order with three days notice online.",Bakery,Outer Richmond,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Butter Love Bakeshop

Peasant Pies,https://assets3.thrillist.com/v1/image/3027521/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"What sounds better than pie for breakfast, pie for dinner, and pie for dessert? Not much, which is why you can’t beat Peasant Pies for when all you want is pie, pie, and more pie. All of the savory pies (and there are a lot, including eggs, sausage, and potato; clam and spicy tomato sauce; garbanzo bean curry; and classic chicken just to name a few) are meant to be eaten with your hands, and the individual dessert pies for one are small enough that no one will blame you if you skip a fork for those as well. Large, sweet and savory pies are also available, but they require notice. And if you just get the small pies, you don’t have to share.
How to order: Look for Peasant Pies in Whole Foods Markets and Rainbow Grocery. Order online for pick-up or delivery online.",Bakery,Multiple locations,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Peasant Pies Cafe & Catering

Tartine,https://assets3.thrillist.com/v1/image/3122985/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Tartine is one of the best bakeries in California, if not the country. Its bread is why any sane person will never swear off carbs. Its morning bun is perfection, you will not find a better one anywhere. And when it comes to pie, the bakery/restaurant also pulls out a huge win. The kind of pie you might find will depend on if you’re going to Tartine Manufactory, Tartine Bakery, or Tartine in the Inner Sunset. And maybe you’re more likely to find a tart, which isn’t technically a pie, but in this instance, close enough. Apple hand pie, banana cream tart, coconut cream tart, lemon cream tart, hazelnut tart...all perfection. (Tartine has quiche also, but we’re already pushing it with the whole tart thing, so we won’t go there. For now.)
How to order: Place an order in-person at all locations, or order delivery or pick-up from Tartine Bakery here, Tartine Manufactory here, and the Inner Sunset location here. You can also order for delivery or pick-up from the Inner Sunset location and the bakery on Caviar.",Bakery,Inner Sunset and Mission,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Tartine Bakery

Three Babes Bakeshop,https://assets3.thrillist.com/v1/image/3027536/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"A WOC-owned bakery with organic pies made from local ingredients may seem like pie in the sky, but the owners of Three Babes Bakeshop made it a reality and are now one of San Francisco’s most beloved pie producers. The dark golden crust is buttery, flaky, and serves as the perfect base for all of the pies, including apple, bourbon pecan, blackberry crumble, bittersweet chocolate pecan, and the always popular Salty Honey-Walnut Slab Pie. Want to make your own filling? You can also get a par-baked pie shell. Order it for pick up at the Mission or Bayview locations or the Ferry Building (Saturdays only), have it delivered, or stop by the Ferry Building farmers market on Saturday morning.
How to order: Order online for pick-up and delivery. Delivery is also available via Good Eggs.",Bakery,Bayview and the Ferry Building on Saturdays,Thrillist,,The Best Pie Shops in San Francisco,,coffee,Three Babes Bakeshop
